"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","Take-out","Noise Level","Delivery","Has TV","Outdoor Seating","Attire","Accepts Credit Cards","Price Range","Smoking","Wi-Fi","Suggest_For","Environment","Parkingcondition","Musiccondition"
"74745","YiUoOtJc6xCq0-ZFJCocvA","2104 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",59,"Pink Box Bakery Cafe",-79.9231549468701,"PA",4,40.4333842481899,"TRUE","No Record","FALSE","No Record","FALSE","No Record","TRUE","1","No Record","no","No Record","No Record","Can parking","No Record"
"74794","uwR6XBswcGXgK_3KDfGSLQ","47 Bates St
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",3,"XO Cafe & Lounge",-79.958803,"PA",3,40.432156,"TRUE","average","FALSE","TRUE","FALSE","dressy","TRUE","2","outdoor","no","No Record","Not Mentioned","Can parking","dj"
"74857","816Z3Uc2jAZFHbyHr4W6Zg","5384 Mifflin Rd
Pittsburgh, PA 15207",TRUE,"Pittsburgh",20,"The Scoop",-79.9105045,"PA",4,40.3687877,"TRUE","No Record","FALSE","FALSE","TRUE","casual","FALSE","1","No Record","no","Not Mentioned","Not Mentioned","No Record","No Record"
"74895","uEv5oBGUSSiuLqSbbHQQ8A","670 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",115,"Jade Grille",-80.044806227088,"PA",4,40.3805093215236,"TRUE","average","TRUE","TRUE","TRUE","casual","TRUE","2","no","no","dinner","trendy","Can parking","No Music"
"74934","t1qSyQWLxEpWQZngAjoBRg","1870 Painters Run Rd
Pittsburgh, PA 15241",TRUE,"Pittsburgh",30,"Bob's Diner",-80.0833415,"PA",3.5,40.3628902,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","breakfast","casual","No parking","No Record"
"74965","mhcl6QJJ_aNONgnAmfwfoQ","One Oxford Centre
301 Grant Str
Downtown
Pittsburgh, PA 15219",TRUE,"Pittsburgh",4,"Starbucks",-79.9982823,"PA",4,40.4380697,"TRUE","No Record","No Record","No Record","FALSE","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"74975","WAPqQRvnLGsvmEFlUjApvg","2401 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",3,"Wheel & Wedge",-79.980478,"PA",5,40.453845,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"75021","AYTr4lrPhh6AxWeL5kaP3A","212 E Main St
Carnegie
Carnegie, PA 15106",TRUE,"Carnegie",17,"Apis Meadery & Winery",-80.084938,"PA",5,40.408291,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"75022","5uIKz-cTRwPSngjTl8XUNg","2517 Penn Ave
Ste 3
Strip District
Pittsburgh, PA 15222",FALSE,"Pittsburgh",5,"Milkman Brewing",-79.97954,"PA",4.5,40.454451,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"75023","E74dLL-EkPI-abuJuWk2lg","2627 Penn Ave
Strip District
Pittsburgh, PA 15222",FALSE,"Pittsburgh",3,"Dulcinea Bakeshop",-79.977728202939,"PA",4.5,40.4553505817929,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"75029","2MUQomm9dx3BU0X6s11xGQ","Garfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",18,"Berlin Street Food",-79.9444526,"PA",4,40.467202,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
"75056","18922Xj4KzD0ChYRMmWldA","330 Pearl St
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",41,"Bread and Salt",-79.9505342,"PA",3.5,40.4612586,"TRUE","average","FALSE","FALSE","TRUE","casual","FALSE","2","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"75103","_EBvw_mU3CowvAeBWI96sA","1125 Penn Ave
Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",3,"Niko's Coffee",-79.9932478,"PA",4.5,40.4455125,"No Record","quiet","FALSE","No Record","No Record","casual","TRUE","No Record","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"75203","ryqYlw3F5MPIHXJylSjD0A","117 Oakland Ave
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",85,"Chick'n Bubbly",-79.9571915,"PA",4,40.4419184,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"75218","sGu1tXXat2rWF5BaQ3yfwQ","7302 Hamilton Ave
Homewood
Pittsburgh, PA 15208",TRUE,"Pittsburgh",3,"Birdy's Restaurant",-79.8955548,"PA",4.5,40.4539914,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","breakfast","Not Mentioned","No Record","No Record"
"75246","KPfW7qrWT_JdRHwM0k8yiw","320 Atwood St
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",101,"Bangal Kabab House and Restaurant",-79.9554689,"PA",4,40.439047,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"75271","oJ96C5zZB5NBCxaCABv3sw","500 Mansfield Ave
Greentree
Pittsburgh, PA 15205",TRUE,"Pittsburgh",6,"Champions Club",-80.0591312,"PA",3.5,40.4183438,"TRUE","No Record","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"75281","ee9-nEWpDSPv2QO-xM_VTg","307 4th Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",17,"Wesley's Delicatessen & Catering",-80.0009542,"PA",4.5,40.4394403,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","No parking","No Record"
"75293","QUQnWkPauoh6z42X5JQPUw","130 S Highland Ave
East Liberty
Pittsburgh, PA 15206",FALSE,"Pittsburgh",21,"Casa Rasta",-79.925355,"PA",2.5,40.460212,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","casual","No parking","No Record"
"75303","ncO5S07XxxZYWBUF2AZpbw","2961 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",16,"Hollywood Lanes",-80.0356526933235,"PA",4,40.3938729414126,"No Record","No Record","No Record","TRUE","FALSE","No Record","TRUE","2","No Record","No Record","No Record","Not Mentioned","Can parking","dj, jukebox"
"75330","dPxB4lKihaL4CsXooHHtTg","720 Blaw Ave
Pittsburgh, PA 15238",TRUE,"Pittsburgh",11,"Nox's Tavern and Grille",-79.862612,"PA",4.5,40.492498,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","no","no","Not Mentioned","Not Mentioned","Can parking","jukebox, karaoke"
"75401","Fu3If539WjyhEL3rtZ7LgA","108 E Main St
Carnegie
Carnegie, PA 15106",TRUE,"Carnegie",31,"Slice On Broadway",-80.0865172594786,"PA",4.5,40.4074789625738,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","No parking","No Record"
"75447","bR0JGVxPKP5UhNpRwZhT0Q","1500 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",13,"The Flats on Carson",-79.9828482301456,"PA",2.5,40.4289167732564,"No Record","average","No Record","TRUE","TRUE","No Record","TRUE","2","No Record","No Record","No Record","Not Mentioned","No parking","dj"
"75607","MHt5qfGbk3-eteC7yS4K2Q","3433 Spring Garden Rd
West View
Pittsburgh, PA 15212",TRUE,"Pittsburgh",41,"Hog's Head Bar & Grill",-79.996011,"PA",4.5,40.482442,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","outdoor","free","Not Mentioned","divey","Can parking","No Record"
"75634","Zxj0lZaHBgXlg6N6m258Ug","6525 Penn Ave
Shadyside
Pittsburgh, PA 15206",TRUE,"Pittsburgh",38,"Asiatique Thai Bistro",-79.9152205,"PA",3.5,40.4559865,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","free","dessert","trendy","Can parking","No Record"
"75646","tFwvxmepqJz8yAz0bfKjBA","75 S 17th St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",12,"The South Side BBQ Restaurant",-79.9817741,"PA",3.5,40.4293613,"TRUE","No Record","FALSE","No Record","TRUE","casual","TRUE","1","No Record","No Record","No Record","No Record","No Record","No Record"
"75666","4LwhggEn27P6ku1NRD-PDw","146 E Main St
Carnegie
Carnegie, PA 15106",TRUE,"Carnegie",44,"Kasai",-80.085541,"PA",4.5,40.407946,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"75757","r-_R6lG3HWU8WYw0Zk23fA","2612 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",48,"Bartram House Bakery & Cafe",-79.9681119,"PA",3.5,40.4273732,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","free","breakfast","casual","Can parking","No Record"
"75799","KLiHYcLVvtGQY98Xv2kAeA","3536 Saw Mill Run Blvd
Pittsburgh, PA 15227",FALSE,"Pittsburgh",5,"Boardwalk Sandwich Shop",-79.9823983,"PA",4.5,40.3705043,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No Record","No Record"
"75813","h_pNevaF4cJitxE4Xetr7g","3776 Williow Ave
Pittsburgh, PA 15234",TRUE,"Pittsburgh",4,"Shannon Sweet Stop",-80.0247902,"PA",4.5,40.3659521,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"75830","pxh4yt-TYwk77GFL1x3z5w","565 Lincoln Ave
Larimer
Pittsburgh, PA 15202",TRUE,"Pittsburgh",16,"Grille 565",-79.9081531,"PA",4,40.4615512,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","no","No Record","lunch","casual","Can parking","No Record"
"75881","NCXJzB9DcuNs49a8eZp19w","Downtown
Pittsburgh, PA",TRUE,"Pittsburgh",13,"Blowfish BBQ",-79.9958864,"PA",4,40.4406248,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","Not Mentioned","No Record","No parking","No Record"
"75907","OkcK2_-VINAfvM10eRnGgA","633 Smithfield St
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",60,"Bea Taco Town",-79.9973231,"PA",4,40.4424229,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"75943","p6T_XSO4GRjCehL8FB7W3w","1831 E Carson St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",70,"Steel Cactus",-79.979321,"PA",2.5,40.428879,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","lunch","casual","Can parking","No Record"
"75970","nBuDaN9ursZkS-cEFA326A","238 Crafton Ingram Shp Ctr
Pittsburgh, PA 15205",TRUE,"Pittsburgh",4,"Panda Buffet",-80.069418,"PA",2.5,40.441329,"TRUE","No Record","No Record","No Record","No Record","casual","TRUE","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"76007","VgdL_8nOr7Ayz1qiN38K-w","75 S 17th St
South Side
Pittsburgh, PA 15203",TRUE,"Pittsburgh",8,"South Side BBQ Company",-79.9817741,"PA",4.5,40.4293613,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","casual","Can parking","No Record"
"76012","qK1ZPzQF0Nob_dT2_G8w6Q","Bigelow Blvd & Forbes Ave
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",10,"Pgh Crepes",-79.9542873063074,"PA",3.5,40.443960770855,"No Record","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","Not Mentioned","No Record","No parking","No Record"
"76043","j0n65qntutj1JnIQ_WKIPg","120 Fifth Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",3,"Katie's Kandy",-80.0030452423839,"PA",4.5,40.4418129463464,"No Record","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"76088","ORyqWl-cCw1NgfMr4NHPxw","5721 Bryant St
Highland Park
Pittsburgh, PA 15206",TRUE,"Pittsburgh",44,"Applewood Smoke Burger Company",-79.9208742,"PA",4.5,40.4762289,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"76149","BssYf80oXJKxI6AZlmlKig","1106 Castle Shannon Blvd
Pittsburgh, PA 15234",TRUE,"Pittsburgh",13,"Nobby's Pizzeria",-80.024144,"PA",3,40.365075,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"76173","497fzDpPrMlisVRmvY8cmA","5892 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",8,"Living Juicy",-79.9275787,"PA",4.5,40.4580184,"TRUE","No Record","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"76199","MYDWN1gIhKk0NjaeSHN_ZQ","121 Mayflower St
Larimer
Pittsburgh, PA 15206",TRUE,"Pittsburgh",3,"Mama Rose",-79.91521,"PA",5,40.464046,"TRUE","No Record","FALSE","No Record","FALSE","casual","FALSE","1","No Record","No Record","No Record","No Record","No Record","No Record"
"76201","dnslaCN5RLTTl5L2uCxKkQ","14 Smithfield St
Downtown
Pittsburgh, PA 15222",FALSE,"Pittsburgh",3,"Diyor Cafe and Lounge",-80.000401,"PA",2,40.437022,"No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record","No Record"
"76302","Z8WfMe2a2CKvS0FsjsD6TQ","300 Cochran Rd
Mt Lebanon, PA 15228",TRUE,"Mt Lebanon",30,"La Gourmandine Bakery & Pastry Shop",-80.0525518,"PA",4.5,40.3802964,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"76431","O17FBkknzlwPJhXX3tEQ-g","100 Wood St
Downtown
Pittsburgh, PA 15222",FALSE,"Pittsburgh",36,"Hundred Wood",-80.0021051924385,"PA",4.5,40.4379871717589,"TRUE","average","TRUE","TRUE","TRUE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"76446","yJ_k2f-h9LxjWdbMMqzpsA","807 Liberty Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",13,"Simple Ingredients",-79.9994991188639,"PA",4,40.4426104418323,"TRUE","quiet","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"76465","a0n2kpuMZoep8crmDhM9VQ","4770 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",6,"Lomito",-79.9478264,"PA",4.5,40.4607908,"TRUE","quiet","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","Can parking","No Record"
"76549","yILlq-CZQp2aPw3VgEJnxA","663 Washington Rd
Pittsburgh, PA 15228",FALSE,"Pittsburgh",26,"BnD'z Burgerz & Dogz",-80.043926,"PA",3,40.381252,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","Not Mentioned","casual","No parking","No Record"
"76605","DNkNaihHLAgDmS910mRBww","3300 Penn Ave
Lawrenceville
Pittsburgh, PA 15201",TRUE,"Pittsburgh",4,"Family Dollar Stores",-79.9681535,"PA",3.5,40.4616804,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","No parking","No Record"
"76611","DjQpFG7EFx8yb5MkXC75ng","207 Commercial Ave
Aspinwall
Pittsburgh, PA 15215",TRUE,"Pittsburgh",27,"Randita's Organic Vegan Cafe",-79.9048406,"PA",4.5,40.490451,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","free","lunch, dinner","casual","Can parking","No Record"
"76612","_BpPAhDWWmebVL7MC6zkmA","500 Liberty Ave
Downtown
Pittsburgh, PA 15222",FALSE,"Pittsburgh",15,"Chili Noodle Corner",-80.003478,"PA",3.5,40.441237,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"76629","Ulr7a_1MhP8WK5possVkeA","4811 Butler St
Lawrenceville
Pittsburgh, PA 15201",TRUE,"Pittsburgh",3,"Beer on Butler",-79.957802,"PA",4,40.476316,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"76696","6KrFqm5q4ZZAYxTRaxdCSw","1105 Bower Hill Rd
Pittsburgh, PA 15243",TRUE,"Pittsburgh",12,"Life Is Sweet Bakery Cafe",-80.068593,"PA",4.5,40.375527,"TRUE","No Record","FALSE","No Record","TRUE","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"76768","Q59ZOPi3T_O4l2vpt74a8Q","733 Copeland St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",28,"Salud Juicery",-79.9346096,"PA",4.5,40.4511949,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"76902","jK5zpGrLx9frZKFuGp5HTQ","3024 W Liberty Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",40,"My Thai",-80.0370368071787,"PA",4,40.3930420493059,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"76932","cRHkJnBe8kvoyzQs8Q951w","1000 Chartiers Ave
West End
Pittsburgh, PA 15220",TRUE,"Pittsburgh",6,"Philly's Pitt Stop",-80.0405986,"PA",2.5,40.4442075,"TRUE","No Record","TRUE","TRUE","FALSE","No Record","TRUE","No Record","No Record","no","No Record","No Record","Can parking","No Record"
"76964","I9SVqdLVUdo74rCtb1ludQ","3716 Forbes Ave
Oakland
Pittsburgh, PA 15213",FALSE,"Pittsburgh",11,"Olio Trattoria",-79.956892,"PA",3.5,40.44133,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","No Record","brunch","casual","No parking","No Record"
"77058","Dg6mddtLmjz580JVyyx9fg","5504 Centre Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",50,"Nak Won Garden",-79.936316,"PA",4,40.4565667,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","dessert, lunch","casual","Can parking","No Record"
"77081","Ni9C6R4ULJKxM2TV8eMdAQ","2911 Glenmore Ave
Dormont
Pittsburgh, PA 15216",TRUE,"Pittsburgh",42,"Parker's PGH",-80.0350933,"PA",4.5,40.3955488,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","free","breakfast","casual","Can parking","No Record"
"77168","5L-vmM7JA_U1koc01Gw43g","1821 Murray Ave
Squirrel Hill
Squirrel Hill, PA 15217",TRUE,"Squirrel Hill",7,"Basha 21",-79.9226914,"PA",4,40.4364725,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","No Record","Not Mentioned","Not Mentioned","No parking","No Record"
"77219","PiXzWWfIjz6kl_e-LYXHhg","615 Washington Rd
Terrace Level
Pittsburgh, PA 15228",TRUE,"Pittsburgh",24,"Arancini House",-80.043744,"PA",5,40.382363,"TRUE","quiet","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","Not Mentioned","casual","Can parking","No Record"
"77236","0Ir2L-nWFFQP3jB7fnWTuw","The Galleria
1500 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",72,"BRGR",-80.0520951,"PA",3,40.357213,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","lunch","casual","Can parking","No Record"
"77281","KB8R3riLsjiuKTLGts3uKw","292 Forbes Ave
Downtown
Pittsburgh, PA 15222",TRUE,"Pittsburgh",48,"Hello Bistro",-80.0008532,"PA",3.5,40.440093,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","free","lunch","casual","Can parking","No Record"
"77295","dsSVK4WlCD5iNtL_weFprg","512 Braddock Ave
Pittsburgh, PA 15104",TRUE,"Pittsburgh",6,"Gyros N'at",-79.8703792883606,"PA",5,40.4043052902186,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","No Record","No Record","free","No Record","No Record","Can parking","No Record"
"77319","zvY7eVXh0anIIjmsZEKH6A","Strip District
Pittsburgh, PA 15222",TRUE,"Pittsburgh",27,"The Mac & Gold Truck",-79.9933976,"PA",4.5,40.4475255,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","Not Mentioned","No Record","No parking","No Record"
"77320","e1fPOv3qzsaFdanxwmcOIQ","665 Washington Rd
Mount Lebanon, PA 15228",TRUE,"Mount Lebanon",39,"The Simple Greek",-80.0441557914019,"PA",4,40.3813723109724,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","free","lunch","casual","Can parking","No Record"
"77336","0h2My97xjAjc1pNrMM266Q","6520 Wilkins Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",39,"Five Points Artisan Bakeshop",-79.9169098,"PA",5,40.4442936,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"77337","DiOJoMhVtKdcGYG9fNfo_Q","3400 Fifth Ave
Oakland
Pittsburgh, PA 15213",TRUE,"Pittsburgh",3,"Sincerely Yogurt",-79.9618611648152,"PA",4.5,40.4391410423242,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","No parking","No Record"
"77462","hryVOl_txhl9n14d224Ssw","5840 Forward Ave
Squirrel Hill
Pittsburgh, PA 15217",TRUE,"Pittsburgh",52,"Chengdu Gourmet",-79.9223725553359,"PA",3.5,40.4295421034818,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","No parking","No Record"
